title,text,image_url,image_file
کلوپ تفریحات دریایی مارینا کاسپین,"سفر به شهرهای ساحلی مثل بندر انزلی بدون تجربه تفریحات دریایی، انگار چیزی کم دارد! اگر شما هم از طرفداران پروپاقرص سرگرمی‌های و تفریحات دریایی مثل قایق‌سواری، جت اسکی، پاراسل و... هستید، حتماً سری به کلوپ مارینا کاسپین در ساحل انزلی بزنید و از خدمات تفریحی آن استفاده کنید. این مجموعه لوکس از مدرن‌ترین دیدنی‌های بندر انزلی و بهترین مکان برای تجربه تفریحات هیجان‌انگیز و به‌یادماندنی در سفر به این شهر است.
کلوپ مارینا کاسپین علاوه بر این که امکانات مناسبی برای نگهداری و سرویس قایق‌ها و شناورهای شخصی در اختیار مالکان آن‌ها می‌گذارد، مکانی برای فروش و اجاره این شناورها، آموزش شنا و قایقرانی و تفریح در ساحل و دریا است.
ضمناً شما می‌توانید برای صرف غذا و استراحت به کافی‌شاپ و رستوران این مجموعه بروید یا وسایل موردنیاز برای تفریح را از فروشگاه‌های آن تهیه کنید. آدرس: استان گیلان، منطقه آزاد انزلی، کلوپ تفریحات دریایی مارینا کاسپین",https://s3.thr1.sotoon.ir/jabama-mag/posts/post-a0ec3eb1-9475-43bc-826c-b7ce7324bc84/co69dyW9wcTBjf9E8krsZ.jpeg,images/image_18.jpg
تالاب انزلی,"تالاب بین‌المللی بندر انزلی یکی از کهن‌ترین جاذبه‌های دیدنی شمال ایران است که در ساحل جنوبی غربی دریای خزر قرار دارد. این تالاب در میان دیدنی‌های بندر انزلی جایگاه ویژه‌ای دارد و مسافران زیادی از نقاط مختلف ایران و جهان برای بازدید از آن راهی این شهر می‌شوند.
قایق‌سواری در این تالاب بهترین راه گشت‌وگذار در آن است که به شما امکان می‌دهد از نزدیک با انواع پوشش گیاهی و جانوری این شگفتی عظیم آشنا شوید و حسابی لذت ببرید.
علاوه بر این، تالاب انزلی زیستگاه پرندگان مختلفی است که در تمام طول سال، به‌ویژه همزمان با سرد شدن هوا در عرض‌های شمالی زمین، به این منطقه مهاجرت و زمستان‌گذرانی می‌کنند. از جذاب‌ترین تفریحات تالاب انزلی می‌توان به قایق موتوری و کایاک سواری، عکاسی، پرنده‌نگری و ماهیگیری اشاره کرد. گل لاله مردابی هم که یکی از منحصربه‌فردترین گیاهان آبی جهان است، در دل این تالاب می‌روید.
شما می‌توانید در فصل رویش این گل یعنی از اواخر بهار تا اواخر تابستان به این تالاب زیبا بروید و از تماشای این گل‌های جذاب لذت ببرید.
آدرس: استان گیلان، بندر انزلی، خیابان تکاوران، پل هوایی، تعاونی نیزار",https://s3.thr1.sotoon.ir/jabama-mag/posts/post-a0ec3eb1-9475-43bc-826c-b7ce7324bc84/RpFhdTOxPDF4_727lYvbc.jpeg,images/image_19.jpg
روستای آبکنار,"آبکنار نام یکی از روستاهای سرسبز، زیبا و خوش‌آب‌وهوای بندر انزلی است که جزو محبوب‌ترین روستاهای دیدنی اطراف انزلی به حساب می‌آید. این روستا به دلیل فاصله کمی که از شهر انزلی دارد بسیار پرطرفدار است و گردشگران زیادی در تمام طول سال برای گشت‌وگذار در طبیعت بکر، اسکله جذاب و پل چوبی تماشایی آبکنار راهی آن می‌شوند. شما می‌توانید علاوه بر گردش در این روستا، انواع سوغات بندر انزلی مثل سبزیجات محلی تازه، ماهی و ترشی‌های خوشمزه را تهیه کرده و با دست پر به شهر خود برگردید.
آدرس: استان گیلان، بندر انزلی، دهستان چهار فریضه، روستای آبکنار",https://s3.thr1.sotoon.ir/jabama-mag/posts/post-a0ec3eb1-9475-43bc-826c-b7ce7324bc84/dfyUksHXIdDYo7j8iw2sT.jpeg,images/image_20.jpg
دهکده ساحلی بندر انزلی,"دهکده ساحلی یک شهرک جذاب در شهر بندر انزلی است که بیش از نیم قرن پیش در سواحل زیبای این شهر تأسیس شد. این شهرک با ویژگی‌های خاص و مدرن خود، به‌سرعت به یکی از بهترین جاهای دیدنی انزلی تبدیل شد و هر سال مسافران زیادی برای گشت‌وگذار و تفریح به آن می‌روند. در این شهرک بیش از ۱۲۰۰ ویلای ساحلی وجود دارد و با داشتن امکانات تفریحی جذاب مثل پلاژهای شنا، ورزشگاه، تفریحات دریایی و رستوران‌های خوب، محبوب گردشگران است.
این مجموعه جذاب از محبوب‌ترین جاهای دیدنی انزلی در شب هم محسوب می‌شود و حضور در آن، گشت‌وگذار در ساحل را در طول روز و شب برای شما دلچسب‌تر خواهد کرد. آدرس: استان گیلان، بندر انزلی، غازیان، بین محله شالیور و بی بی حوریه، دهکده ساحلی انزلی",https://s3.thr1.sotoon.ir/jabama-mag/posts/post-a0ec3eb1-9475-43bc-826c-b7ce7324bc84/xQIt1H3OCaQoY8NQx4js1.jpeg,images/image_21.jpg
پل غازیان,"بندر انزلی در دوره پهلوی شهری بسیار مهم با موقعیت استراتژیک بود. همین موضوع باعث شد تا توسعه شهری از طریق به‌کارگرفتن امکانات مدرن در آن سرعت بگیرد و شما می‌توانید نمونه‌هایی از آن را در نقاط مختلف شهر تماشا کنید.
پل غازیان یکی از جلوه‌های این موضوع است. این پل که هفتاد سال از ساخت آن می‌گذرد، یکی از مدرن‌ترین پل‌های جهان در زمان خود بود که بخشی از آن به طول ۲۵ متر، در زمان عبور کشتی‌ها از زیر پل باز می‌شد.
پل غازیان دو بخش مهم شهر انزلی را به هم متصل کرد و نقش مهمی در دسترسی سریع و آسان مردم این مناطق و رونق تجارت داشت. این پل هنوز استوار و پابرجا باقی‌مانده که می‌توانید از آن به عنوان یکی از بهترین جاهای دیدنی انزلی دیدن کنید.
شما با حضور بر روی این پل، می‌توانید مناظر زیبایی از دریا و شهر انزلی را تماشا کنید و کشتی‌های بزرگ و کوچکی را که در نزدیکی آن توقف کرده‌اند، ببینید. پل غازیان لوکیشن جذابی برای عکاسی است و قطعاً بخشی از زیباترین عکس‌ها را در طول سفر به بندر انزلی از فراز آن خواهید گرفت.
آدرس: استان گیلان، بندر انزلی، بین غازیان و میان پشته، پل غازیان",https://s3.thr1.sotoon.ir/jabama-mag/posts/post-a0ec3eb1-9475-43bc-826c-b7ce7324bc84/Dxjr8nnGSBwOL6jqoQ5sk.jpeg,images/image_22.jpg
کشتی میرزا کوچک خان بندر انزلی,"کشتی میرزا کوچک خان یکی از بزرگ‌ترین کشتی‌های تفریحی منطقه آزاد انزلی است که در گذشته، گردشگران مشتاق سفرهای دریایی را بین سه بندر انزلی، آستارا و کیاشهر جابه‌جا می‌کرد. در حال حاضر، این کشتی که بیش از ۵۰ سال عمر دارد، در موج شکن انزلی آرام گرفته و به عنوان یک اقامتگاه جذاب و منحصربه‌فرد به مسافران این شهر خدمات می‌دهد.
کشتی میرزا کوچک خان، در پنج طبقه و ۲۶ کابین، ظرفیت پذیرش حدود ۲۵۰ مسافر را دارد و یک هتل چهارستاره محسوب می‌شود. شما می‌توانید در کابین‌های دو، چهار، شش و هشت تخته این کشتی اقامت داشته باشید و حال و هوای یک سفر دریایی هیجان‌انگیز را تجربه کنید.
ضمناً کافی‌شاپ و رستوران کشتی میرزا کوچک خان، علاوه بر مسافران به عموم مردم خدمات می‌دهد و حتی امکان برگزاری جشن‌ها، جلسات کاری و مراسم خاص هم در آن وجود دارد. ضمناً مطالعه مقاله کشتی میرزا کوچک خان بندر انزلی اطلاعات مفیدی درباره این کشتی جذاب در اختیار شما می‌گذارد.
آدرس: استان گیلان، بندر انزلی، میدان مادر، موج شکن جدید، کشتی میرزا کوچک خان شماره تماس و رزرو: ۰۹۱۱۹۸۴۵۹۱۳- ۰۹۳۷۶۰۴۹۸۴۶",https://s3.thr1.sotoon.ir/jabama-mag/posts/post-a0ec3eb1-9475-43bc-826c-b7ce7324bc84/DzOnub-ErnwM1czfTBnlq.jpeg,images/image_23.jpg
آکواریوم بندر انزلی,"یکی از بهترین مکان‌های دیدنی انزلی که بازدید از آن را نباید از دست بدهید، آکواریوم بزرگ بندر انزلی است. این آکواریوم جذاب با نام آکواریوم فانتستیک، در محدوده فاز تجارت و گردشگری منطقه آزاد انزلی واقع شده و محیطی جذاب، هیجان‌انگیز و تماشایی دارد.
شما می‌توانید با گشت‌وگذار در بخش‌های این آکواریوم عظیم، از طولانی‌ترین تونل آکواریومی ایران به طول ۴۰ متر بازدید کنید و انواع جانوران آبزی بزرگ و کوچک را ببینید.
بخش دریای خزر و خلیج‌فارس، سالن آرواره‌ها، جنگل آمازون، بخش پرندگان و خزندگان و کوسه‌ها از مهم‌ترین بخش‌های آکواریوم انزلی هستند و شما را با انواع آبزیان جذاب و کمیاب مربوط به اقلیم ایران و نقاط مختلف جهان آشنا خواهند کرد.
ضمناً شما می‌توانید در بخشی که برای این کار طراحی شده، به برخی از ماهی‌ها غذا بدهید و خاطره بازدید از این آکواریوم جذاب را با ثبت عکس‌های زیبا در بخش‌های مخصوص، ماندگار کنید. برای این که با این جاذبه تفریحی بندر انزلی بیشتر آشنا شوید، مطالعه مقاله آکواریوم بندر انزلی را از دست ندهید.
آدرس: گیلان، منطقه آزاد انزلی، کیلومتر پنج بلوار شهید فاتحی، فاز تجارت و گردشگری منطقه آزاد انزلی، ورودی یک، آکواریوم فانتستیک انزلی",https://s3.thr1.sotoon.ir/jabama-mag/posts/post-a0ec3eb1-9475-43bc-826c-b7ce7324bc84/Kwb_WvNRh3FuZS1tHPWrq.jpeg,images/image_24.jpg
بلوار ساحلی بندر انزلی,"در دوره پهلوی، بخشی از ساحل انزلی به شکل بلواری زیبا با معماری کلاسیک اروپایی درآمد که تا امروز، به عنوان یکی از بهترین جاهای دیدنی بندر انزلی شناخته می‌شود.
نام این بلوار به عنوان اولین پارک مدرن ایران هم مطرح است و تندیسی جذاب از شیر طلایی، در بخشی از آن خودنمایی می‌کند. به همین دلیل یکی از جذاب‌ترین مکان‌های دیدنی بندر انزلی به حساب می‌آید. قرارگرفتن در حدفاصل دریا و فضای سبزی انبوه و زیبا، حال و هوای شاداب و باطراوتی به این بلوار بخشیده و گردشگران زیادی، آن را برای پیاده‌روی، استراحت و تفریح انتخاب می‌کنند.
انواع درختان مرکبات، کاج‌های بلند، بوته‌های شمشاد و گلدان‌هایی که در فصل‌های مختلف سال، پر از گل‌های فصلی رنگارنگ هستند، به جذابیت بلوار انزلی که این روزها با نام قدس شناخته می‌شود، اضافه کرده‌اند.
شما می‌توانید در هر ساعت از شبانه‌روز راهی بلوار ساحلی انزلی شوید و از تماشای منظره دریا و گوش سپردن به آوای پرندگان دریایی حسابی لذت ببرید.
ضمناً بلوار ساحلی به عنوان یکی از بهترین جاهای دیدنی انزلی در شب شناخته می‌شود و قدم‌زدن در این بلوار زیبا در طول شب، شنیدن صدای امواج و تماشای سوسوی چراغ کشتی‌ها که در دوردست قرار دارند، قطعاً برای شما جذاب و دلپذیر خواهد بود.
آدرس: استان گیلان، بندر انزلی، سی‌متری پاسداران، نرسیده به سپه، بلوار ساحلی بندر انزلی",https://s3.thr1.sotoon.ir/jabama-mag/posts/post-a0ec3eb1-9475-43bc-826c-b7ce7324bc84/8M16CEGjOhatJnFcZI-XU.jpeg,images/image_25.jpg
خانه‌های رنگی انزلی,"محله ناسیونال از محله‌های قدیمی بندر انزلی است که به خانه‌های رنگی و زیبایش مشهور است. این خانه‌ها که با رنگ‌های شاد و زیبایی آراسته شده‌اند، در نزدیکی تالاب انزلی قرار دارند.
هر یک از این خانه‌ها به‌تنهایی یک اثر تاریخی هستند و با معماری روسی در دوره پهلوی ساخته شده‌اند. برخی از این خانه‌های در حال حاضر به مغازه، کافه و رستوران تبدیل شده‌اند و لوکیشن زیبایی برای عکاسی در اختیار گردشگران می‌گذارند.
آدرس: استان گیلان، بندر انزلی، محله ناسیونال، خیابان شهید جواد دوربین، خانه‌های رنگی انزلی",https://s3.thr1.sotoon.ir/jabama-mag/posts/post-a0ec3eb1-9475-43bc-826c-b7ce7324bc84/R0agv8QDIAmm5c-yQaI3E.jpeg,images/image_26.jpg
موج شکن بندر انزلی,"موج شکن مکانی برای کاهش آسیب ناشی از موج‌های سهمگین به ساحل است. یکی از موج‌شکن‌های قدیمی ایران در شهر زیبای انزلی قرار دارد و با داشتن فضای جذاب برای پیاده روی در حاشیه دریا، مکان محبوبی برای تفریح مسافران این شهر است.
شما می‌توانید از قدم‌زدن در محوطه موج‌شکن انزلی و تماشای منظره دریا حسابی لذت ببرید و زیباترین عکس‌ها را با پس زمینه دریا بگیرید.
آدرس: استان گیلان، بندر انزلی، انتهای بلوار ساحلی، موج شکن انزلی",https://s3.thr1.sotoon.ir/jabama-mag/posts/post-a0ec3eb1-9475-43bc-826c-b7ce7324bc84/qsP4ZTD34zSsplznQ1bXV.jpeg,images/image_27.jpg
حافظیه انزلی,"حافظیه انزلی یک بنای تاریخی و جذاب با قدمت بیش از ۹۰ سال است که به دلیل شباهت به آرامگاه حافظ در شیراز به این نام معروف شده است.
این بنا توسط معماران آلمانی و با عنوان ترنم موسیقی ساخته شد. در حال حاضر این بنای ارزشمند هیچ کاربرد فرهنگی و هنری ندارد و برخی از گردشگران این شهر با هدف عکاسی از آن بازدید می‌کنند.
آدرس: استان گیلان، بندر انزلی، بلوار ساحلی، جنب بنای شهرداری بندر انزلی، حافظیه انزلی",https://s3.thr1.sotoon.ir/jabama-mag/posts/post-a0ec3eb1-9475-43bc-826c-b7ce7324bc84/GEnCQqxWomRgzaL6Ttzhp.jpeg,images/image_28.jpg
کاخ موزه نظامی بندر انزلی,"خاندان پهلوی در شهرهای مختلف ایران به ویژه شهرهای شمالی، کاخ‌های زیبایی داشتند که در طول سفر به این مناطق، در آن‌ها اقامت می‌کردند.
یکی از مجلل‌ترین و زیباترین این کاخ‌ها در شمال ایران، در قلب شهر انزلی قرار دارد که این روزها، به نام موزه نظامی بندر انزلی شناخته می‌شود. این کاخ بنایی سفیدرنگ و زیبا در میان باغی سرسبز و باطراوت است که گردشگران می‌توانند هر روز از ساخت ۸ تا ۱۳ و ۱۵ تا ۱۸ از آن بازدید کنند.
شما می‌توانید در حین گشت‌وگذار در این کاخ، اتاق‌های مختلف، تزئینات چشم‌نواز، ادوات نظامی، مجسمه‌ها، تابلوها و آثار هنری ارزشمند و... را تماشا کنید. در محوطه حیاط این کاخ هم چندین وسیله نظامی قدیمی وجود دارد که توجه گردشگران را جلب می‌کند.
آدرس: استان گیلان، بندر انزلی، بین پل انزلی و غازیان، میان پشته، کاخ موزه نظامی انزلی",https://s3.thr1.sotoon.ir/jabama-mag/posts/post-a0ec3eb1-9475-43bc-826c-b7ce7324bc84/-D2GlgVnSQwbBCW6AoasR.jpeg,images/image_29.jpg
گورستان لهستانی‌ها,"در طول جنگ جهانی دوم، عده زیادی از مردم لهستان که در اثر جنگ از کشور خود رانده شده بودند، به کشورهای مختلف پناه بردند. گروه‌های مختلفی از این افراد از طریق دریا و در چند نوبت، راهی ایران شدند و بندر انزلی، دروازه ورود آن‌ها به کشور ما بود.
حضور عده زیادی مهاجر آواره، کمبود خدمات بهداشتی، بیماری‌های مختلف و فقر منجر به مرگ عده زیادی از این افراد در خاک ایران شد.
گورستان لهستانی‌ها، یکی از دو گورستان بزرگ مردم لهستان در کشور ما است که در بندر انزلی واقع شده و اجساد بیش از ۶۰۰ مهاجر را در خود جای داده است.
دوست‌داران تاریخ معمولاً در سفر به بندر انزلی، سری به این گورستان که حال و هوای متفاوتی دارد و با انبوهی از درختان پوشیده شده، می‌زنند و به گشت‌وگذار در آن می‌پردازند. آدرس: استان گیلان، بندر انزلی، عباس‌آباد، میدان شهدا، گورستان لهستانی‌ها",https://s3.thr1.sotoon.ir/jabama-mag/posts/post-a0ec3eb1-9475-43bc-826c-b7ce7324bc84/pfcPpbmNv9r3JKJ6JYFhm.jpeg,images/image_30.jpg
برج ساعت انزلی,"بندر انزلی در طول تاریخ و به ویژه در دوره قاجار، از ارزش و اهمیت زیادی برخوردار بود. این شهر دروازه اروپا نامیده می‌شد و بخشی از تجارت و بازرگانی ایران، به تردد کشتی‌ها در آن وابسته بود. به همین دلیل، یک فانوس دریایی به بلندای سی متر در این شهر ساخته شد که وظیفه هدایت کشتی‌ها را در دریا بر عهده داشت.
این برج که در حال حاضر بیش از ۲۰۰ سال قدمت دارد، چهار ساعت در چهار طرف خود داشته و به نوعی، نماد شهر انزلی محسوب می‌شود.
شما می‌توانید در حین گشت‌وگذار در بافت تاریخی بندر انزلی، از این برج جذاب که با نام مناره انزلی هم شناخته می‌شود دیدن کنید و عکس‌های زیبایی از آن بگیرید. آدرس: استان گیلان، بندر انزلی، پشت بازار سپه، میدان انزلی، برج ساعت",https://s3.thr1.sotoon.ir/jabama-mag/posts/post-a0ec3eb1-9475-43bc-826c-b7ce7324bc84/rwhgKy1uWM_KI-bZoGMix.jpeg,images/image_31.jpg
خیابان سپه,"خیابان سپه از قدیمی‌ترین خیابان‌های شهر انزلی است که به بازار جذاب و تماشایی‌اش معروف است. اگر دوست دارید در سفر به انزلی، از بافت تاریخی این شهر دیدن کنید و سری هم به بازار قدیمی آن بزنید، حتماً گشت‌وگذار در خیابان سپه را به برنامه سفرتان اضافه کنید.
شما می‌توانید علاوه بر بازدید از خانه‌های تاریخی و معاشرت با مردم محلی، انواع سوغات انزلی را هم از فروشگاه‌های این خیابان تهیه کرده و به عنوان یادگار با خود ببرید.
آدرس: استان گیلان، بندر انزلی، بلوار ساحلی، خیابان سپه",https://s3.thr1.sotoon.ir/jabama-mag/posts/post-a0ec3eb1-9475-43bc-826c-b7ce7324bc84/InkQM7KWLrPkli2Pb2-X2.jpeg,images/image_32.jpg
کلیسای مریم مقدس,"کلیسای مریم مقدس یکی از سه کلیسای بندر انزلی است که در اواخر قرن نوزدهم میلادی، توسط یک فرد مسیحی به نام آواک ملک الله وردیان ساخته شد. این کلیسای کوچک، معماری زیبایی دارد و با تزئینات جذاب، گچ‌بری‌ها، نقاشی‌های دیواری و تابلوهای ارزشمندی آراسته شده است.
فضای معنوی، آرامش عمیق و جزئیات چشم‌نواز کلیسای مریم مقدس باعث شده تا گردشگران زیادی آن را به عنوان یکی از بهترین مکان‌های دیدنی انزلی بشناسند و در سفر به این شهر، حتماً سری به آن بزنند.
شما می‌توانید در طول بازدید از این اثر تاریخی زیبا که متعلق به دوره قاجار است، محراب، اتاقک‌ها و ناقوس‌خانه کلیسا را تماشا کنید و با بخشی از فرهنگ و هویت مسیحیان بندر انزلی آشنا شوید.
آدرس: استان گیلان، بندر انزلی، میان پشته، خیابان مطهری، کلیسای مریم مقدس",https://s3.thr1.sotoon.ir/jabama-mag/posts/post-a0ec3eb1-9475-43bc-826c-b7ce7324bc84/JZQVpFj1XaL002ZRpVeU1.jpeg,images/image_33.jpg
پناهگاه حیات وحش سرخانکل,"پناهگاه حیات وحش سرخانکل بخشی از تالاب بزرگ انزلی است که زیستگاه اصلی بسیاری از گونه‌های جانوری و پرندگان این منطقه محسوب می‌شود. این پناهگاه در بخش غربی تالاب سلکه قرار دارد و انواع پرندگان مهاجر مثل قو، کاکایی، مرغابی‌های وحشی و چنگر در آن زندگی می‌کنند.
تراکم گیاهان نی و لوئی در این بخش از تالاب باعث شده تا پرندگان بتوانند به راحتی در میان آن‌ها لانه‌سازی کنند و از گزند آسیب جانوران دیگر در امان بمانند.
خوب است بدانید که تردد قایق‌های موتوری، از بین بردن گیاهان و صید و شکار در پناهگاه حیات‌وحش سرخانکل ممنوع است تا پرندگان و سایر گونه‌های جانوری آن در امنیت کامل باشند. آدرس: استان گیلان، بندر انزلی، بخش جنوب غرب تالاب سلکه، پناهگاه حیات وحش سرخانکل",https://s3.thr1.sotoon.ir/jabama-mag/posts/post-a0ec3eb1-9475-43bc-826c-b7ce7324bc84/XC6fK32521eSSV_6JQ_8v.jpeg,images/image_34.jpg
کلبه وحشت انزلی,"اگر علاقه‌مند به داستان‌های ترسناک و ماجراجویی در طبیعت هستید، حتماً سری به کلبه وحشت انزلی بزنید. کلبه وحشت بنایی متروکه در نزدیکی بندر انزلی و در دل جنگل هفت دغنان است که داستان‌ها و روایت‌های ترسناکی درباره آن وجود دارد.
این ساختمان ۲۰۰ساله محل زندگی بانویی فرهیخته و ثروتمند به نام عزت‌الملوک ساسانی بود که پس از مرگ او به حال خود رها شد و در حال حاضر به یکی از هیجان‌انگیزترین جاهای دیدنی اطراف انزلی تبدیل شده است. محلی‌ها می‌گویند که گاهی در تاریکی شب صداهای ترسناکی از داخل این بنا به گوش می‌رسد.
شایعاتی هم درباره وقوع اتفاق‌های ترسناک برای کسانی که تلاش‌ کرده‌اند یک شب در این ساختمان اقامت کنند وجود دارد که حقیقت آن‌ها بر کسی معلوم نیست. پس اگر به دنبال ترشح آدرنالین و تجربه هیجان در سفر به بندر انزلی هستید، می‌توانید بازدید از کلبه وحشت را به برنامه سفرتان اضافه کنید. آدرس: استان گیلان، بندر انزلی، بین بندر انزلی و صومعه سرا، روستای رینه، کلبه وحشت انزلی",https://s3.thr1.sotoon.ir/jabama-mag/posts/post-a0ec3eb1-9475-43bc-826c-b7ce7324bc84/jpAMl6Q5lURIB9OYcV7VX.jpeg,images/image_35.jpg
